key,ideaA,ideaB,persona,relatedness,generality,model
"('historyoflogic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,history of logic,phd,3,0,gpt-4o
"('metaphysicsofmind', 'panpsychism')",panpsychism,metaphysics of mind,expert,3,0,gpt-4o
"('metaphysicsofmind', 'panpsychism')",panpsychism,metaphysics of mind,phd,3,0,gpt-4o
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,expert,3,0,gpt-4o
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,phd,3,0,gpt-4o
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,expert,3,1,gpt-4o
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,phd,3,1,gpt-4o
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,expert,3,0,gpt-4o
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,phd,3,0,gpt-4o
"('arabicphilosophyandislamicphilosophy', 'metaphysics')",arabic philosophy and islamic philosophy,metaphysics,expert,3,1,gpt-4o
"('arabicphilosophyandislamicphilosophy', 'metaphysics')",arabic philosophy and islamic philosophy,metaphysics,phd,3,0,gpt-4o
"('consciousness', 'higherordertheoriesofconsciousness')",higher-order theories of consciousness,consciousness,expert,3,0,gpt-4o
"('consciousness', 'higherordertheoriesofconsciousness')",higher-order theories of consciousness,consciousness,phd,4,0,gpt-4o
"('afterlife', 'meaningoflife')",meaning of life,afterlife,expert,2,1,gpt-4o
"('afterlife', 'meaningoflife')",meaning of life,afterlife,phd,2,1,gpt-4o
"('philosophyofmind', 'syntacticanalysis')",syntactic analysis,philosophy of mind,expert,1,0,gpt-4o
"('philosophyofmind', 'syntacticanalysis')",syntactic analysis,philosophy of mind,phd,1,0,gpt-4o
"('metaphysics', 'universals')",universals,metaphysics,expert,3,0,gpt-4o
"('metaphysics', 'universals')",universals,metaphysics,phd,3,0,gpt-4o
"('epistemology', 'matter')",matter,epistemology,expert,1,3,gpt-4o
"('epistemology', 'matter')",matter,epistemology,phd,1,3,gpt-4o
"('philosophyofreligion', 'religiousexperience')",philosophy of religion,religious experience,course_taker,3,1,gpt-4o
"('philosophyofreligion', 'religiousexperience')",philosophy of religion,religious experience,expert,3,1,gpt-4o
"('interpretation', 'judaicphilosophy')",judaic philosophy,interpretation,course_taker,3,0,gpt-4o
"('interpretation', 'judaicphilosophy')",judaic philosophy,interpretation,expert,3,0,gpt-4o
"('epistemology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,epistemology,expert,3,0,gpt-4o
"('epistemology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,epistemology,phd,3,0,gpt-4o
"('causeandeffect', 'perception')",cause and effect,perception,expert,2,3,gpt-4o
"('causeandeffect', 'perception')",cause and effect,perception,phd,2,1,gpt-4o
"('chinesephilosophy', 'westernphilosophy')",western philosophy,chinese philosophy,expert,3,2,gpt-4o
"('chinesephilosophy', 'westernphilosophy')",western philosophy,chinese philosophy,phd,3,3,gpt-4o
"('naturallaw', 'philosophyoflaw')",natural law,philosophy of law,expert,3,0,gpt-4o
"('naturallaw', 'philosophyoflaw')",natural law,philosophy of law,phd,3,0,gpt-4o
"('chinesephilosophy', 'zenbuddhism')",zen buddhism,chinese philosophy,expert,3,0,gpt-4o
"('chinesephilosophy', 'zenbuddhism')",zen buddhism,chinese philosophy,phd,3,0,gpt-4o
"('metaphysics', 'metaphysicsofscience')",metaphysics of science,metaphysics,expert,3,0,gpt-4o
"('metaphysics', 'metaphysicsofscience')",metaphysics of science,metaphysics,phd,3,0,gpt-4o
"('cognitivescience', 'philosophyofscienceandthesciences')",cognitive science,philosophy of science and the sciences,expert,2,0,gpt-4o
"('cognitivescience', 'philosophyofscienceandthesciences')",cognitive science,philosophy of science and the sciences,phd,3,0,gpt-4o
"('metaphysics', 'modernphilosophy')",modern philosophy,metaphysics,expert,3,1,gpt-4o
"('metaphysics', 'modernphilosophy')",modern philosophy,metaphysics,phd,3,1,gpt-4o
"('metaphysics', 'personalidentityandethics')",personal identity and ethics,metaphysics,expert,3,0,gpt-4o
"('metaphysics', 'personalidentityandethics')",personal identity and ethics,metaphysics,phd,3,0,gpt-4o
"('perception', 'unitarianism')",unitarianism,perception,expert,1,3,gpt-4o
"('perception', 'unitarianism')",unitarianism,perception,phd,1,3,gpt-4o
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,expert,3,0,gpt-4o
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,phd,3,0,gpt-4o
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,expert,2,0,gpt-4o
"('18thcenturygermanaesthetics', 'metaphysics')",18th century german aesthetics,metaphysics,phd,2,0,gpt-4o
"('activationvalue', 'folkpsychology')",activation value,folk psychology,expert,1,0,gpt-4o
"('activationvalue', 'folkpsychology')",activation value,folk psychology,phd,1,0,gpt-4o
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,course_taker,3,0,gpt-4o
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,phd,3,0,gpt-4o
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,expert,4,0,gpt-4o
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,phd,4,0,gpt-4o
"('historyoflogic', 'intuitionisticlogic')",intuitionistic logic,history of logic,novice,3,0,gpt-4o
"('historyoflogic', 'intuitionisticlogic')",intuitionistic logic,history of logic,phd,3,0,gpt-4o
"('blindsight', 'perception')",blindsight,perception,expert,3,0,gpt-4o
"('blindsight', 'perception')",blindsight,perception,phd,3,0,gpt-4o
"('scientificmethodology', 'unityofscience')",unity of science,scientific methodology,novice,3,1,gpt-4o
"('scientificmethodology', 'unityofscience')",unity of science,scientific methodology,phd,3,1,gpt-4o
"('cognitivescience', 'neuralnetwork')",neural network,cognitive science,expert,3,0,gpt-4o
"('cognitivescience', 'neuralnetwork')",neural network,cognitive science,phd,3,0,gpt-4o
"('metaphysics', 'time')",time,metaphysics,expert,3,0,gpt-4o
"('metaphysics', 'time')",time,metaphysics,phd,3,0,gpt-4o
"('functionalism', 'philosophyofmind')",functionalism,philosophy of mind,expert,4,0,gpt-4o
"('functionalism', 'philosophyofmind')",functionalism,philosophy of mind,phd,4,0,gpt-4o
"('foundationalism', 'foundationalisttheoriesofepistemicjustification')",foundationalist theories of epistemic justification,foundationalism,expert,4,0,gpt-4o
"('foundationalism', 'foundationalisttheoriesofepistemicjustification')",foundationalist theories of epistemic justification,foundationalism,phd,4,0,gpt-4o
"('intuitionisticlogic', 'logic')",logic,intuitionistic logic,course_taker,3,1,gpt-4o
"('intuitionisticlogic', 'logic')",logic,intuitionistic logic,phd,4,1,gpt-4o
"('connectionism', 'neuralnetwork')",connectionism,neural network,course_taker,4,1,gpt-4o
"('connectionism', 'neuralnetwork')",connectionism,neural network,phd,4,1,gpt-4o
"('causaltheoriesofmentalcontent', 'perception')",causal theories of mental content,perception,expert,3,0,gpt-4o
"('causaltheoriesofmentalcontent', 'perception')",causal theories of mental content,perception,phd,3,0,gpt-4o
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,expert,3,0,gpt-4o
"('metaphysics', 'mindbodyproblem')",mind-body problem,metaphysics,phd,3,0,gpt-4o
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,expert,1,0,gpt-4o
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,phd,1,0,gpt-4o
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,expert,3,0,gpt-4o
"('philosophyofreligion', 'problemofevil')",problem of evil,philosophy of religion,phd,4,0,gpt-4o
"('epistemology', 'gettierproblem')",gettier problem,epistemology,expert,4,0,gpt-4o
"('epistemology', 'gettierproblem')",gettier problem,epistemology,phd,4,0,gpt-4o
"('epistemology', 'internalism')",internalism,epistemology,expert,3,0,gpt-4o
"('epistemology', 'internalism')",internalism,epistemology,phd,4,0,gpt-4o
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,expert,3,0,gpt-4o
"('eternityinchristianthought', 'philosophyofreligion')",Eternity in Christian Thought,philosophy of religion,phd,3,0,gpt-4o
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,expert,3,0,gpt-4o
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,phd,3,0,gpt-4o
"('existence', 'metaphysics')",existence,metaphysics,expert,3,0,gpt-4o
"('existence', 'metaphysics')",existence,metaphysics,phd,3,0,gpt-4o
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,expert,1,0,gpt-4o
"('philosophyofreligion', 'sovereignty')",sovereignty,philosophy of religion,phd,1,0,gpt-4o
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,expert,3,0,gpt-4o
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,phd,3,0,gpt-4o
"('epistemology', 'naturalisminlegalphilosophy')",naturalism in legal philosophy,epistemology,expert,2,0,gpt-4o
"('epistemology', 'naturalisminlegalphilosophy')",naturalism in legal philosophy,epistemology,phd,2,0,gpt-4o
"('perception', 'philosophyofperception')",philosophy of perception,perception,expert,3,0,gpt-4o
"('perception', 'philosophyofperception')",philosophy of perception,perception,phd,3,0,gpt-4o
"('epistemology', 'platonicrealism')",platonic realism,epistemology,expert,2,0,gpt-4o
"('epistemology', 'platonicrealism')",platonic realism,epistemology,phd,2,0,gpt-4o
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,expert,3,0,gpt-4o
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,phd,3,0,gpt-4o
"('civilrights', 'racism')",racism,civil rights,course_taker,3,0,gpt-4o
"('civilrights', 'racism')",racism,civil rights,phd,3,0,gpt-4o
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,expert,3,0,gpt-4o
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,phd,3,0,gpt-4o
"('leibnizoncausation', 'perception')",leibniz on causation,perception,expert,2,0,gpt-4o
"('leibnizoncausation', 'perception')",leibniz on causation,perception,phd,2,0,gpt-4o
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,expert,3,0,gpt-4o
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,phd,3,0,gpt-4o
"('epistemology', 'sensedata')",sense data,epistemology,expert,3,0,gpt-4o
"('epistemology', 'sensedata')",sense data,epistemology,phd,3,0,gpt-4o
"('epistemology', 'testimony')",testimony,epistemology,expert,3,0,gpt-4o
"('epistemology', 'testimony')",testimony,epistemology,phd,3,0,gpt-4o
"('epistemology', 'scientifictheory')",scientific theory,epistemology,expert,3,0,gpt-4o
"('epistemology', 'scientifictheory')",scientific theory,epistemology,phd,3,0,gpt-4o
"('medievaltheoriesofcausality', 'metaphysics')",medieval theories of causality,metaphysics,expert,3,0,gpt-4o
"('medievaltheoriesofcausality', 'metaphysics')",medieval theories of causality,metaphysics,phd,3,0,gpt-4o
"('artificialintelligence', 'connectionistmodel')",connectionist model,artificial intelligence,expert,3,0,gpt-4o
"('artificialintelligence', 'connectionistmodel')",connectionist model,artificial intelligence,phd,3,0,gpt-4o
"('classicallogic', 'logic')",logic,classical logic,course_taker,4,1,gpt-4o
"('classicallogic', 'logic')",logic,classical logic,phd,4,1,gpt-4o
"('epistemology', 'modernphilosophy')",modern philosophy,epistemology,expert,3,1,gpt-4o
"('epistemology', 'modernphilosophy')",modern philosophy,epistemology,phd,3,1,gpt-4o
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,expert,3,1,gpt-4o
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,phd,3,1,gpt-4o
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,expert,3,0,gpt-4o
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,phd,3,0,gpt-4o
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,novice,2,1,gpt-4o
"('intellectualism', 'philosophyofreligion')",intellectualism,philosophy of religion,phd,2,0,gpt-4o
"('existence', 'existenceofgod')",existence of god,existence,expert,3,0,gpt-4o
"('existence', 'existenceofgod')",existence of god,existence,phd,3,0,gpt-4o
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,expert,1,3,gpt-4o
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,phd,2,3,gpt-4o
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,expert,3,0,gpt-4o
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,phd,3,0,gpt-4o
"('physicalism', 'zombies')",zombies,physicalism,expert,2,0,gpt-4o
"('physicalism', 'zombies')",zombies,physicalism,phd,3,0,gpt-4o
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,expert,3,0,gpt-4o
"('metaphysics', 'theoryoftruth')",theory of truth,metaphysics,phd,3,0,gpt-4o
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,expert,4,0,gpt-4o
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,phd,3,0,gpt-4o
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,expert,3,0,gpt-4o
"('metaphysics', 'theoryofforms')",theory of forms,metaphysics,phd,3,0,gpt-4o
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,expert,1,0,gpt-4o
"('epistemology', 'historyoffeminism')",history of feminism,epistemology,phd,1,0,gpt-4o
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,expert,4,0,gpt-4o
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,phd,4,0,gpt-4o
"('folkpsychology', 'perception')",folk psychology,perception,expert,2,0,gpt-4o
"('folkpsychology', 'perception')",folk psychology,perception,phd,2,0,gpt-4o
"('computerethics', 'ethics')",computer ethics,ethics,expert,3,0,gpt-4o
"('computerethics', 'ethics')",computer ethics,ethics,phd,3,0,gpt-4o
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,expert,0,-1,gpt-4o
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,phd,0,-1,gpt-4o
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,expert,2,0,gpt-4o
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,phd,2,0,gpt-4o
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,expert,3,0,gpt-4o
"('agnosticism', 'philosophyofreligion')",agnosticism,philosophy of religion,phd,3,0,gpt-4o
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,course_taker,4,1,gpt-4o
"('chinesephilosophy', 'confucianism')",chinese philosophy,confucianism,expert,4,1,gpt-4o
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,expert,3,0,gpt-4o
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,phd,3,0,gpt-4o
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,expert,1,3,gpt-4o
