key,ideaA,ideaB,relatedness,generality,persona
"('idiolects', 'philosophyoflanguage')",idiolects,philosophy of language,4,0,phd
"('idiolects', 'philosophyoflanguage')",idiolects,philosophy of language,2,0,expert
"('idiolects', 'philosophyoflanguage')",idiolects,philosophy of language,-1,0,expert
"('divineillumination', 'philosophyofmind')",divine illumination,philosophy of mind,3,0,phd
"('divineillumination', 'philosophyofmind')",divine illumination,philosophy of mind,4,1,expert
"('consciousness', 'consciousnessandintentionality')",consciousness and intentionality,consciousness,4,0,phd
"('consciousness', 'consciousnessandintentionality')",consciousness and intentionality,consciousness,4,2,expert
"('ethnocentrism', 'philosophyofreligion')",ethnocentrism,philosophy of religion,0,-1,phd
"('ethnocentrism', 'philosophyofreligion')",ethnocentrism,philosophy of religion,0,-1,phd
"('ethnocentrism', 'philosophyofreligion')",ethnocentrism,philosophy of religion,3,0,phd
"('ethnocentrism', 'philosophyofreligion')",ethnocentrism,philosophy of religion,4,1,expert
"('foundationalism', 'skepticism')",foundationalism,skepticism,2,0,phd
"('foundationalism', 'skepticism')",foundationalism,skepticism,4,2,expert
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,4,0,phd
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,3,0,phd
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,4,0,phd
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,4,-1,expert
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,4,0,expert
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,4,0,expert
"('perception', 'qualia')",qualia,perception,3,2,phd
"('perception', 'qualia')",qualia,perception,4,2,expert
"('metaphysics', 'motionandtime')",motion and time,metaphysics,4,0,phd
"('metaphysics', 'motionandtime')",motion and time,metaphysics,3,3,expert
"('metaphysics', 'naturalphilosophy')",natural philosophy,metaphysics,4,0,phd
"('metaphysics', 'naturalphilosophy')",natural philosophy,metaphysics,2,2,phd
"('metaphysics', 'naturalphilosophy')",natural philosophy,metaphysics,3,2,expert
"('pantheism', 'philosophyofreligion')",pantheism,philosophy of religion,4,0,phd
"('pantheism', 'philosophyofreligion')",pantheism,philosophy of religion,4,0,phd
"('pantheism', 'philosophyofreligion')",pantheism,philosophy of religion,4,0,phd
"('pantheism', 'philosophyofreligion')",pantheism,philosophy of religion,3,0,expert
"('pantheism', 'philosophyofreligion')",pantheism,philosophy of religion,4,0,expert
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,0,phd
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,-1,phd
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,3,0,phd
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,0,phd
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,3,0,phd
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,3,0,phd
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,0,expert
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,0,expert
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,0,expert
"('logos', 'perception')",logos,perception,0,-1,phd
"('logos', 'perception')",logos,perception,1,3,expert
"('analyticfeminism', 'metaphysics')",analytic feminism,metaphysics,1,0,phd
"('analyticfeminism', 'metaphysics')",analytic feminism,metaphysics,0,-1,expert
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese-western comparative philosophy,chinese philosophy,3,0,phd
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese-western comparative philosophy,chinese philosophy,4,3,phd
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese-western comparative philosophy,chinese philosophy,4,1,expert
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese-western comparative philosophy,chinese philosophy,4,3,expert
"('koreanphilosophy', 'perception')",korean philosophy,perception,0,-1,phd
"('koreanphilosophy', 'perception')",korean philosophy,perception,1,3,expert
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,0,-1,phd
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,2,-1,expert
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,0,-1,expert
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,0,-1,expert
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,1,0,expert
"('connectionism', 'trainingset')",connectionism,training set,4,0,course_taker
"('connectionism', 'trainingset')",connectionism,training set,3,0,phd
"('evolution', 'unitsandlevelsofselection')",units and levels of selection,evolution,4,0,phd
"('evolution', 'unitsandlevelsofselection')",units and levels of selection,evolution,4,1,expert
"('consciousness', 'consciousnessandcontent')",consciousness and content,consciousness,4,0,phd
"('consciousness', 'consciousnessandcontent')",consciousness and content,consciousness,4,-1,expert
"('perception', 'philosophyofphysics')",philosophy of physics,perception,0,-1,phd
"('perception', 'philosophyofphysics')",philosophy of physics,perception,1,1,expert
"('dynamicalsystem', 'supertasks')",supertasks,dynamical system,2,3,phd
"('dynamicalsystem', 'supertasks')",supertasks,dynamical system,3,1,expert
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,2,3,phd
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,4,-1,expert
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,4,0,expert
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,4,0,expert
"('logic', 'philosophyofmathematics')",logic,philosophy of mathematics,4,2,course_taker
"('logic', 'philosophyofmathematics')",logic,philosophy of mathematics,4,3,phd
"('logic', 'philosophyofmathematics')",logic,philosophy of mathematics,3,2,phd
"('logic', 'philosophyofmathematics')",logic,philosophy of mathematics,4,2,phd
"('logic', 'philosophyofmathematics')",logic,philosophy of mathematics,4,3,phd
"('defeasiblereasoning', 'epistemology')",defeasible reasoning,epistemology,4,0,phd
"('defeasiblereasoning', 'epistemology')",defeasible reasoning,epistemology,4,0,expert
"('descartesontologicalargument', 'perception')",descartes' ontological argument,perception,0,-1,phd
"('descartesontologicalargument', 'perception')",descartes' ontological argument,perception,1,0,expert
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0,phd
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0,phd
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0,phd
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0,expert
"('justifiedtruebelief', 'perception')",justified true belief,perception,0,-1,phd
"('justifiedtruebelief', 'perception')",justified true belief,perception,2,3,expert
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,4,0,expert
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,0,phd
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,3,2,phd
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,-1,expert
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,0,expert
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,0,expert
"('metaphysics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,metaphysics,3,0,phd
"('metaphysics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,metaphysics,0,-1,phd
"('metaphysics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,metaphysics,3,3,expert
"('consciousness', 'phenomenalconsciousness')",phenomenal consciousness,consciousness,4,-1,phd
"('consciousness', 'phenomenalconsciousness')",phenomenal consciousness,consciousness,4,-1,expert
"('artificialintelligence', 'logicandcomputation')",logic and computation,artificial intelligence,4,3,phd
"('artificialintelligence', 'logicandcomputation')",logic and computation,artificial intelligence,3,1,expert
"('artificialintelligence', 'logicandcomputation')",logic and computation,artificial intelligence,4,-1,expert
"('analysis', 'philosophyofmathematics')",analysis,philosophy of mathematics,4,0,phd
"('analysis', 'philosophyofmathematics')",analysis,philosophy of mathematics,2,3,expert
"('analysis', 'philosophyofmathematics')",analysis,philosophy of mathematics,4,3,expert
"('metaphysics', 'principleofsufficientreason')",principle of sufficient reason,metaphysics,4,0,phd
"('metaphysics', 'principleofsufficientreason')",principle of sufficient reason,metaphysics,3,3,expert
"('perception', 'unityofconsciousness')",unity of consciousness,perception,2,2,phd
"('perception', 'unityofconsciousness')",unity of consciousness,perception,3,0,expert
"('meaning', 'metaphysics')",meaning,metaphysics,3,0,phd
"('meaning', 'metaphysics')",meaning,metaphysics,0,2,expert
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,4,-1,phd
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,4,0,phd
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,4,0,phd
"('philosophiesoftheparticularsciences', 'philosophyofscienceandthesciences')",philosophies of the particular sciences,philosophy of science and the sciences,3,0,expert
"('metaphysics', 'mind')",mind,metaphysics,4,2,phd
"('metaphysics', 'mind')",mind,metaphysics,3,3,expert
"('epistemology', 'propernames')",proper names,epistemology,2,0,phd
"('epistemology', 'propernames')",proper names,epistemology,0,-1,expert
"('metaphysics', 'simultaneity')",simultaneity,metaphysics,4,0,phd
"('metaphysics', 'simultaneity')",simultaneity,metaphysics,3,0,expert
"('philosophyofmathematics', 'settheory')",philosophy of mathematics,set theory,4,1,phd
"('philosophyofmathematics', 'settheory')",philosophy of mathematics,set theory,4,0,phd
"('philosophyofmathematics', 'settheory')",philosophy of mathematics,set theory,4,3,expert
"('historyoflogic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,history of logic,4,-1,novice
"('historyoflogic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,history of logic,3,3,phd
"('historyoflogic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,history of logic,4,0,phd
"('metaphysicsofmind', 'panpsychism')",panpsychism,metaphysics of mind,4,0,phd
"('metaphysicsofmind', 'panpsychism')",panpsychism,metaphysics of mind,3,0,expert
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,3,0,phd
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,3,-1,expert
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,4,0,expert
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,3,2,phd
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,3,-1,expert
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,2,1,expert
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,4,0,phd
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,4,0,expert
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,4,-1,expert
"('arabicphilosophyandislamicphilosophy', 'metaphysics')",arabic philosophy and islamic philosophy,metaphysics,2,0,phd
"('arabicphilosophyandislamicphilosophy', 'metaphysics')",arabic philosophy and islamic philosophy,metaphysics,1,0,expert
"('consciousness', 'higherordertheoriesofconsciousness')",higher-order theories of consciousness,consciousness,4,0,phd
"('consciousness', 'higherordertheoriesofconsciousness')",higher-order theories of consciousness,consciousness,4,-1,expert
"('afterlife', 'meaningoflife')",meaning of life,afterlife,4,0,phd
"('afterlife', 'meaningoflife')",meaning of life,afterlife,3,2,expert
"('philosophyofmind', 'syntacticanalysis')",syntactic analysis,philosophy of mind,1,0,phd
