key,ideaA,ideaB,humanRelatedness,humanGenerality
"('bayesianism', 'cognitivescience')",bayesianism,cognitive science,3,-1
"('cognitivescience', 'epistemologyofscience')",epistemology of science,cognitive science,3,-1
"('cognitivescience', 'neuralcorrelates')",neural correlates,cognitive science,4,-1
"('causalprocesses', 'cognitivescience')",causal processes,cognitive science,3,-1
"('cognitivescience', 'leibnizsphilosophyofmind')",leibniz's philosophy of mind,cognitive science,2,-1
"('cognitivescience', 'vitalism')",vitalism,cognitive science,2,-1
"('cartesiandualism', 'cognitivescience')",cartesian dualism,cognitive science,2,-1
"('cognitivescience', 'rulefollowing')",rule-following,cognitive science,4,-1
"('cognitivescience', 'philosophyoflogic')",philosophy of logic,cognitive science,4,-1
"('cognitivescience', 'indeterminacyoftranslation')",indeterminacy of translation,cognitive science,3,-1
"('churchturingthesis', 'cognitivescience')",church-turing thesis,cognitive science,4,-1
"('20thcenturyphilosophy', 'cognitivescience')",20th century philosophy,cognitive science,3,-1
"('cognitivescience', 'mentalcausation')",mental causation,cognitive science,3,-1
"('cognitivescience', 'methodologicalindividualism')",methodological individualism,cognitive science,4,-1
"('cognitivescience', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,cognitive science,3,-1
"('cognitivescience', 'irrealism')",irrealism,cognitive science,3,-1
"('cognitivescience', 'deductivereasoning')",deductive reasoning,cognitive science,4,-1
"('animalconsciousness', 'cognitivescience')",animal consciousness,cognitive science,4,-1
"('cognitivescience', 'compositionality')",compositionality,cognitive science,4,-1
"('cognitivescience', 'scientificprogress')",scientific progress,cognitive science,4,-1
"('atheismandagnosticism', 'cognitivescience')",atheism and agnosticism,cognitive science,2,-1
"('cognitivescience', 'scientificmethodology')",scientific methodology,cognitive science,3,-1
"('cognitivescience', 'otherminds')",other minds,cognitive science,4,-1
"('cognitivescience', 'representationalism')",representationalism,cognitive science,4,-1
"('cognitivescience', 'externalism')",externalism,cognitive science,3,-1
"('cognitivescience', 'selfreference')",self-reference,cognitive science,3,-1
"('cognitivescience', 'humancognition')",human cognition,cognitive science,4,-1
"('cognitivescience', 'modularity')",modularity,cognitive science,4,-1
"('bayesianepistemology', 'cognitivescience')",bayesian epistemology,cognitive science,3,-1
"('cognitivescience', 'humanintelligence')",human intelligence,cognitive science,4,-1
"('biologicalnotionofanindividual', 'cognitivescience')",biological notion of an individual,cognitive science,3,-1
"('cognitivescience', 'metaphysicsofscience')",metaphysics of science,cognitive science,4,-1
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,1,0
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,1,0
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,0,-1
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,3,0
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,0
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,4,0
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,0,-1
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,3,0
"('descartesmodalmetaphysics', 'philosophyofmind')",descartes' modal metaphysics,philosophy of mind,4,0
"('mind', 'philosophyofmind')",mind,philosophy of mind,4,1
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,4,0
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,1,0
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,2,0
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,1,1
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,3,0
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,2
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,0
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,3,0
"('matter', 'philosophyofmind')",matter,philosophy of mind,2,1
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,0
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,0,-1
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,0
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,0
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,4,0
"('philosophyofmind', 'psychiatry')",psychiatry,philosophy of mind,3,2
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,0,-1
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,4,0
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,3,0
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,2,3
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,0
"('epistemologicalproblemsofmemory', 'philosophyofmind')",epistemological problems of memory,philosophy of mind,4,0
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,0,-1
"('mentalrepresentation', 'philosophyofmind')",mental representation,philosophy of mind,4,0
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,2,3
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,0
"('philosophyofmind', 'syntacticanalysis')",syntactic analysis,philosophy of mind,3,0
"('philosophyofmind', 'spinozaspsychologicaltheory')",spinoza's psychological theory,philosophy of mind,2,0
"('philosophyofmind', 'philosophyofnature')",philosophy of nature,philosophy of mind,1,2
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,1,1
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,0,-1
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,4,0
"('greatapes', 'philosophyofmind')",great apes,philosophy of mind,1,2
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,4,0
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,0,-1
"('everettsrelativestateformulationofquantummechanics', 'philosophyofmind')",everett's relative-state formulation of quantum mechanics,philosophy of mind,0,-1
"('intentionality', 'philosophyofmind')",intentionality,philosophy of mind,4,0
"('body', 'philosophyofmind')",body,philosophy of mind,3,2
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,4,0
"('philosophyofmind', 'propositionalattitude')",propositional attitude,philosophy of mind,4,0
"('perception', 'philosophyofmind')",perception,philosophy of mind,4,3
"('philosophyofchemistry', 'philosophyofmind')",philosophy of chemistry,philosophy of mind,1,3
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,3,3
"('abstractobject', 'philosophyofmind')",abstract object,philosophy of mind,1,3
"('philosophyofmind', 'sensedata')",sense-data,philosophy of mind,4,3
"('philosophyofmind', 'unityofconsciousness')",unity of consciousness,philosophy of mind,4,0
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,0,-1
"('existence', 'philosophyofmind')",existence,philosophy of mind,0,-1
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,0,-1
"('philosophyofmind', 'propernames')",proper names,philosophy of mind,2,3
"('consciousnessandcontent', 'philosophyofmind')",consciousness and content,philosophy of mind,4,0
"('philosophyofmind', 'probability')",probability,philosophy of mind,0,-1
"('philosophyofmind', 'realismandantirealism')",realism and anti-realism,philosophy of mind,2,2
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,4,0
"('nonhumananimals', 'philosophyofmind')",nonhuman animals,philosophy of mind,3,1
"('philosophyofmind', 'realismandantirealism')",realism and anti-realism,philosophy of mind,2,2
"('philosophyofmind', 'sensedata')",sense data,philosophy of mind,4,2
"('philosophyofmind', 'universals')",universals,philosophy of mind,1,1
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,3,0
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,4,0
"('induction', 'philosophyofmind')",induction,philosophy of mind,2,0
"('artificialintelligence', 'philosophyofmind')",artificial intelligence,philosophy of mind,4,0
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,4,0
"('mentalcontent', 'philosophyofmind')",mental content,philosophy of mind,4,0
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,3,3
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,3,2
"('philosophyofbiology', 'philosophyofmind')",philosophy of biology,philosophy of mind,2,2
"('interactionism', 'philosophyofmind')",interactionism,philosophy of mind,4,0
"('mentalstate', 'philosophyofmind')",mental state,philosophy of mind,4,0
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,4,0
"('philosophyofart', 'philosophyofmind')",philosophy of art,philosophy of mind,0,-1
"('philosophyofmind', 'symbolicprocessing')",symbolic processing,philosophy of mind,4,0
"('philosophyofmind', 'realism')",realism,philosophy of mind,2,2
"('modernphilosophy', 'philosophyofmind')",modern philosophy,philosophy of mind,2,1
"('epistemologicalproblemsofperception', 'philosophyofmind')",epistemological problems of perception,philosophy of mind,3,0
"('computationandrepresentation', 'philosophyofmind')",computation and representation,philosophy of mind,4,0
"('introspection', 'philosophyofmind')",introspection,philosophy of mind,4,0
"('mindbodyproblem', 'philosophyofmind')",mind-body problem,philosophy of mind,4,0
"('imagery', 'philosophyofmind')",imagery,philosophy of mind,4,0
"('digitalphilosophy', 'philosophyofmind')",digital philosophy,philosophy of mind,3,2
"('philosophyofmind', 'simulationtheory')",simulation theory,philosophy of mind,4,0
"('mathematicallogic', 'philosophyofmind')",mathematical logic,philosophy of mind,1,3
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,4,0
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,0,-1
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,2,0
"('metaphysics', 'metaphysicsofscience')",metaphysics of science,metaphysics,3,0
"('metaphysics', 'philosophyofphysics')",philosophy of physics,metaphysics,2,3
"('metaphysics', 'processtheism')",process theism,metaphysics,2,0
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,3,3
"('medievaltheoriesofthecategories', 'metaphysics')",medieval theories of the categories,metaphysics,3,0
"('metaphysics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,metaphysics,3,3
"('aristotleoncausality', 'metaphysics')",aristotle on causality,metaphysics,2,0
"('metaphysics', 'philosophyofpsychology')",philosophy of psychology,metaphysics,2,3
"('matter', 'metaphysics')",matter,metaphysics,3,0
"('metaphysics', 'metaphysicsofmind')",metaphysics of mind,metaphysics,4,0
"('metaphysics', 'philosophyofmathematics')",philosophy of mathematics,metaphysics,2,3
"('feministmetaphysics', 'metaphysics')",feminist metaphysics,metaphysics,3,0
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,3,2
"('medievaltheoriesofanalogy', 'metaphysics')",medieval theories of analogy,metaphysics,1,0
