key,ideaA,ideaB,humanRelatedness,humanGenerality
"('computationandrepresentation', 'dynamicalsystem')",computation and representation,dynamical system,2,2
"('computationandrepresentation', 'turingmachine')",turing machine,computation and representation,4,0
"('consciousnessandphysics', 'neutralmonism')",neutral monism,consciousness and physics,0,-1
"('analysis', 'theoriesofmentalcontent')",analysis,theories of mental content,0,-1
"('probability', 'theoriesofmentalcontent')",probability,theories of mental content,0,-1
"('thinkingmachine', 'truth')",truth,thinking machine,0,-1
"('object', 'thinkingmachine')",object,thinking machine,0,-1
"('philosophyofscience', 'thinkingmachine')",philosophy of science,thinking machine,2,1
"('thinkingmachine', 'time')",time,thinking machine,0,-1
"('philosophyoflaw', 'thinkingmachine')",philosophy of law,thinking machine,2,1
"('change', 'thinkingmachine')",change,thinking machine,0,-1
"('concepts', 'thinkingmachine')",concepts,thinking machine,0,-1
"('identity', 'thinkingmachine')",identity,thinking machine,3,3
"('belief', 'thinkingmachine')",belief,thinking machine,0,-1
"('analysis', 'thinkingmachine')",analysis,thinking machine,0,-1
"('argument', 'consciousnessandphysics')",argument,consciousness and physics,0,-1
"('consciousnessandphysics', 'object')",object,consciousness and physics,0,-1
"('metaphysicsofmind', 'socialphilosophy')",social philosophy,metaphysics of mind,0,-1
"('consciousnessandphysics', 'philosophyoflaw')",philosophy of law,consciousness and physics,0,-1
"('metaphysicsofmind', 'philosophyoflaw')",philosophy of law,metaphysics of mind,0,-1
"('consciousnessandphysics', 'time')",time,consciousness and physics,0,-1
"('belief', 'consciousnessandphysics')",belief,consciousness and physics,0,-1
"('consciousnessandphysics', 'philosophyofnature')",philosophy of nature,consciousness and physics,0,-1
"('consciousnessandphysics', 'truth')",truth,consciousness and physics,0,-1
"('consciousnessandphysics', 'matter')",matter,consciousness and physics,0,-1
"('consciousnessandphysics', 'propertyandownership')",property and ownership,consciousness and physics,0,-1
"('philosophyofhistory', 'philosophyofscience')",philosophy of history,philosophy of science,4,0
"('matter', 'philosophyofscience')",matter,philosophy of science,4,3
"('philosophyofscience', 'time')",time,philosophy of science,4,3
"('philosophyofnature', 'philosophyofscience')",philosophy of nature,philosophy of science,4,1
"('languageandsociety', 'westernphilosophy')",western philosophy,language and society,4,1
"('thinkingmachine', 'turingtest')",turing test,thinking machine,4,3
"('consciousnessandneuroscience', 'philosophyofneuroscience')",philosophy of neuroscience,consciousness and neuroscience,4,3
"('philosophyofscience', 'philosophyofsociology')",philosophy of science,philosophy of sociology,4,1
"('consciousnessandphysics', 'philosophyofphysics')",philosophy of physics,consciousness and physics,4,3
"('cognitivescience', 'computationandrepresentation')",cognitive science,computation and representation,4,1
"('languageandsociety', 'philosophyoflanguage')",philosophy of language,language and society,4,1
"('philosophyofeconomics', 'philosophyofscience')",philosophy of science,philosophy of economics,4,1
"('philosophyofcomputerscience', 'philosophyofmathematics')",philosophy of mathematics,philosophy of computer science,4,2
"('matter', 'philosophyofphysics')",matter,philosophy of physics,4,3
"('philosophyofbiology', 'philosophyofscience')",philosophy of science,philosophy of biology,4,1
"('languagelearning', 'philosophyoflanguage')",philosophy of language,language learning,4,1
"('philosophyofphysics', 'time')",time,philosophy of physics,4,3
"('philosophyofphysics', 'philosophyofscience')",philosophy of science,philosophy of physics,4,1
"('philosophyofphysics', 'quantummechanics')",philosophy of physics,quantum mechanics,4,1
"('logic', 'philosophyofcomputerscience')",logic,philosophy of computer science,4,3
"('evidence', 'probabilityandstatistics')",evidence,probability and statistics,4,3
"('computation', 'computationandrepresentation')",computation,computation and representation,4,1
"('computationandrepresentation', 'representation')",representation,computation and representation,4,1
"('interpretation', 'probabilityandstatistics')",interpretation,probability and statistics,0,-1
"('logicalform', 'philosophyoflanguage')",philosophy of language,logical form,4,1
"('interpretation', 'quantummechanics')",interpretation,quantum mechanics,0,-1
"('philosophyofcomputerscience', 'philosophyofscience')",philosophy of science,philosophy of computer science,4,1
"('philosophyofspaceandtime', 'time')",time,philosophy of space and time,4,1
"('time', 'timetravel')",time,time travel,4,1
"('propositionalattitude', 'propositionalattitudereports')",propositional attitude reports,propositional attitude,4,0
"('artificialintelligence', 'logic')",logic,artificial intelligence,4,3
"('propositionalattitude', 'structuredpropositions')",structured propositions,propositional attitude,4,0
"('languageofthoughthypothesis', 'propositionalattitude')",language of thought hypothesis,propositional attitude,4,3
"('heredityandheritability', 'philosophyofbiology')",heredity and heritability,philosophy of biology,4,0
"('gene', 'philosophyofbiology')",gene,philosophy of biology,4,0
"('naturalselection', 'philosophyofbiology')",natural selection,philosophy of biology,4,0
"('philosophyofcomputerscience', 'quantumcomputing')",quantum computing,philosophy of computer science,4,3
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,4,2
"('statisticalmechanicsandthermodynamics', 'thermodynamicasymmetryintime')",thermodynamic asymmetry in time,statistical mechanics and thermodynamics,4,0
"('statisticalmechanics', 'statisticalmechanicsandthermodynamics')",statistical mechanics,statistical mechanics and thermodynamics,4,0
"('philosophyofstatisticalmechanics', 'statisticalmechanicsandthermodynamics')",philosophy of statistical mechanics,statistical mechanics and thermodynamics,4,0
"('boltzmannsworkinstatisticalphysics', 'statisticalmechanicsandthermodynamics')",boltzmann's work in statistical physics,statistical mechanics and thermodynamics,4,3
"('qualia', 'zombies')",zombies,qualia,4,0
"('knowledgeargument', 'qualia')",knowledge argument,qualia,4,0
"('consciousnessandmentalcontent', 'qualia')",consciousness and mental content,qualia,2,2
"('blindsight', 'qualia')",blindsight,qualia,4,0
"('invertedqualia', 'qualia')",inverted qualia,qualia,4,0
"('qualia', 'zombies')",zombies,qualia,4,0
"('knowledgeargument', 'qualia')",knowledge argument,qualia,4,0
"('anaphora', 'propositionalattitude')",anaphora,propositional attitude,3,0
"('axiomatictheoriesoftruth', 'philosophyoflanguage')",axiomatic theories of truth,philosophy of language,4,0
"('classicalphysics', 'philosophyofphysics')",philosophy of physics,classical physics,4,1
"('logicandcomputation', 'philosophyofcomputerscience')",logic and computation,philosophy of computer science,4,0
"('philosophyofcomputerscience', 'symbolicprocessing')",symbolic processing,philosophy of computer science,4,3
"('modeltheory', 'philosophyofcomputerscience')",model theory,philosophy of computer science,4,3
"('philosophyofcomputerscience', 'recursivefunction')",recursive function,philosophy of computer science,4,0
"('biologicalnotionofanindividual', 'philosophyofbiology')",biological notion of an individual,philosophy of biology,4,3
"('fitness', 'philosophyofbiology')",fitness,philosophy of biology,4,0
"('classicalphysics', 'philosophyofphysics')",classical physics,philosophy of physics,4,0
"('philosophyofbiology', 'sociobiology')",sociobiology,philosophy of biology,4,0
"('logicalform', 'philosophyoflanguage')",logical form,philosophy of language,4,0
"('backwardcausation', 'timetravel')",backward causation,time travel,4,0
"('cognitivescience', 'networkmodel')",network model,cognitive science,4,0
"('cognitivescience', 'dynamicalsystem')",dynamical system,cognitive science,4,0
"('chineseroomargument', 'cognitivescience')",chinese room argument,cognitive science,4,0
"('metaphysics', 'metaphysicsofmind')",metaphysics,metaphysics of mind,3,1
"('connectionism', 'networkmodel')",network model,connectionism,4,0
"('connectionism', 'neuralnetwork')",neural network,connectionism,4,0
"('mentalcontent', 'nonconceptualmentalcontent')",nonconceptual mental content,mental content,4,0
"('mentalcontent', 'mentalrepresentation')",mental representation,mental content,4,0
"('aspectsofmind', 'emotion')",emotion,aspects of mind,4,0
"('aspectsofmind', 'color')",color,aspects of mind,4,0
"('aspectsofmind', 'pleasure')",pleasure,aspects of mind,4,0
"('aspectsofmind', 'memory')",memory,aspects of mind,3,0
"('aspectsofmind', 'pain')",pain,aspects of mind,4,0
"('aspectsofconsciousness', 'selfconsciousness')",self-consciousness,aspects of consciousness,4,0
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,4,0
"('aspectsofconsciousness', 'functionofconsciousness')",function of consciousness,aspects of consciousness,4,0
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,4,3
"('emergence', 'metaphysicsofmind')",emergence,metaphysics of mind,4,0
"('freewill', 'metaphysicsofmind')",free will,metaphysics of mind,4,0
"('functionalism', 'metaphysicsofmind')",functionalism,metaphysics of mind,4,0
"('metaphysicsofmind', 'personalidentity')",personal identity,metaphysics of mind,4,0
"('consciousness', 'phenomenalconsciousness')",phenomenal consciousness,consciousness,4,-1
"('computerethics', 'ethicsandinformationtechnology')",computer ethics,ethics and information technology,4,0
"('ethicsandinformationtechnology', 'phenomenologicalapproachestoethicsandinformationtechnology')",phenomenological approaches to ethics and information technology,ethics and information technology,4,0
"('computerethics', 'ethicsandinformationtechnology')",computer ethics,ethics and information technology,4,0
"('ethicsandinformationtechnology', 'privacy')",privacy,ethics and information technology,4,0
"('ethicsandart', 'philosophyofart')",philosophy of art,ethics and art,3,1
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0
"('historyofethics', 'philosophyofhistory')",philosophy of history,history of ethics,3,1
"('axiomatictheoriesoftruth', 'truth')",axiomatic theories of truth,truth,4,0
"('deflationarytheoryoftruth', 'truth')",deflationary theory of truth,truth,4,0
"('theoryoftruth', 'truth')",theory of truth,truth,4,0
"('truth', 'truthlikeness')",truthlikeness,truth,3,0
"('logicaltruth', 'truth')",logical truth,truth,3,0
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,0
"('coherencetheoryoftruth', 'truth')",coherence theory of truth,truth,4,0
"('correspondencetheoryoftruth', 'truth')",correspondence theory of truth,truth,4,0
"('descartesmodalmetaphysics', 'truth')",descartes' modal metaphysics,truth,1,0
"('matter', 'truth')",matter,truth,1,0
"('manyvaluedlogic', 'truth')",many-valued logic,truth,2,0
"('tarskistruthdefinition', 'truth')",tarski's truth definition,truth,4,0
"('fuzzylogic', 'truth')",fuzzy logic,truth,2,0
"('kantstheoryofjudgment', 'truth')",kant's theory of judgment,truth,0,-1
"('conditionals', 'truth')",conditionals,truth,1,0
"('divineillumination', 'truth')",divine illumination,truth,0,-1
"('psychologism', 'truth')",psychologism,truth,3,0
"('anaphora', 'truth')",anaphora,truth,1,0
"('propositions', 'truth')",propositions,truth,3,0
"('argument', 'truth')",argument,truth,1,0
"('logicandlanguage', 'philosophyoflanguage')",philosophy of language,logic and language,4,1
"('computationallogic', 'logicandcomputation')",computational logic,logic and computation,4,0
"('logicandartificialintelligence', 'logicandcomputation')",logic and artificial intelligence,logic and computation,3,3
"('logic', 'logicandlanguage')",logic and language,logic,4,0
"('continuityandinfinitesimals', 'mathematicallogic')",continuity and infinitesimals,mathematical logic,4,0
"('mathematicallogic', 'philosophyofmathematics')",philosophy of mathematics,mathematical logic,3,1
"('mathematicallogic', 'modeltheory')",model theory,mathematical logic,4,0
"('mathematicallogic', 'philosophicallogic')",philosophical logic,mathematical logic,2,2
"('logicalconstant', 'mathematicallogic')",logical constant,mathematical logic,2,0
"('connectives', 'logicandlanguage')",connectives,logic and language,4,0
"('logicandlanguage', 'philosophyofcomputerscience')",philosophy of computer science,logic and language,3,3
